,description,finished,has_items,item_types,maximum_depth,number_of_dependents,sample_id,sample_name,target_depths,targets
165,"{""level"": ""1"", ""design"": null, ""total"": 3}",True,True,"['Yeast Glycerol Stock', 'Yeast Competent Cell', 'Yeast Plate']",4,4,27411,CEN.PK2 - MAT A ::: pMOD4G-dcas9-mxi1 | pMOD-LTR2-Bleo-pGRR-W20W8-RGR-W5,"[2, 3, 4]","[27412, 27413, 27571]"
166,"{""level"": ""2"", ""design"": ""b1"", ""total"": 3}",False,True,['Yeast Plate'],3,3,27412,CEN.PK2 - MAT A ::: pMOD4G-dcas9-mxi1 | pMOD-LTR2-Bleo-pGRR-W20W8-RGR-W5 | pMOD6-leu-pGRR-W5W34-RGR-W20,"[2, 3]","[27413, 27571]"
167,"{""level"": ""2"", ""design"": ""b1"", ""total"": 3}",False,False,[],3,3,27414,CEN.PK2 - MAT A ::: pMOD4G-dcas9-mxi1 | pMOD-LTR1-Nat-pGRR-W22W5-RGR-W20 | pMOD-LTR2-Bleo-pGRR-W20W8-RGR-W5,"[2, 3]","[27415, 27570]"
168,"{""level"": ""2"", ""design"": null, ""total"": 3}",True,True,"['Yeast Glycerol Stock', 'Yeast Plate']",3,3,27416,CEN.PK2 - MAT A ::: pMOD4G-dcas9-mxi1 | pMOD-LTR1-Nat-pGRR-W20-RGR-W34 | pMOD-LTR2-Bleo-pGRR-W20W8-RGR-W5,"[2, 3]","[27417, 27553]"
169,"{""level"": ""2"", ""design"": null, ""total"": 3}",False,False,[],3,3,27418,CEN.PK2 - MAT A ::: pMOD4G-dcas9-mxi1 | pMOD-HOKan-pGRR-W20-RGR-W34 | pMOD-LTR2-Bleo-pGRR-W20W8-RGR-W5,"[2, 3]","[27419, 27552]"
170,"{""level"": ""1"", ""design"": null, ""total"": 3}",True,True,"['Yeast Glycerol Stock', 'Yeast Competent Cell', 'Yeast Plate']",4,4,27420,CEN.PK2 - MAT A ::: pMOD4G-dcas9-mxi1 | pMOD-LTR1-Nat-pGRR-W36-RGR-W8,"[3, 4]","[27422, 27617]"
171,"{""level"": ""2"", ""design"": ""b1"", ""total"": 3}",True,True,"['Yeast Glycerol Stock', 'Yeast Plate']",3,3,27421,CEN.PK2 - MAT A ::: pMOD4G-dcas9-mxi1 | pMOD-LTR1-Nat-pGRR-W36-RGR-W8 | pMOD-LTR2-Bleo-pGRR-W20W8-RGR-W36,"[2, 3]","[27422, 27617]"
172,"{""level"": ""1"", ""design"": null, ""total"": 3}",False,True,['Yeast Plate'],4,4,27423,CEN.PK2 - MAT A ::: pMOD4G-dcas9-mxi1 | pMOD-LTR1-Nat-pGRR-F1W36-RGR-W20,"[2, 3, 4]","[27424, 27425, 27616]"
173,"{""level"": ""2"", ""design"": ""b1"", ""total"": 3}",False,False,[],3,3,27424,CEN.PK2 - MAT A ::: pMOD4G-dcas9-mxi1 | pMOD-LTR1-Nat-pGRR-F1W36-RGR-W20 | pMOD-LTR2-Bleo-pGRR-W20W8-RGR-W36,"[2, 3]","[27425, 27616]"
174,"{""level"": ""2"", ""design"": ""b1"", ""total"": 3}",True,True,"['Yeast Glycerol Stock', 'Yeast Plate']",3,3,27426,CEN.PK2 - MAT A ::: pMOD4G-dcas9-mxi1 | pMOD-LTR1-NatMx-pGRR-W5-RGR-W19 | pMOD-LTR3-bleo-pGRR-W19W8-RGR-W5,"[2, 3]","[27427, 27569]"
175,"{""level"": ""1"", ""design"": null, ""total"": 3}",True,True,"['Yeast Glycerol Stock', 'Yeast Plate']",4,6,27428,CEN.PK2 - MAT A ::: pMOD4G-dcas9-mxi1 | pMOD-HOKan-pGRR-W17-RGR-W20,"[2, 3, 3, 4, 4]","[27429, 27430, 27465, 27582, 27599]"
176,"{""level"": ""2"", ""design"": ""b1"", ""total"": 3}",False,False,[],3,5,27429,CEN.PK2 - MAT A ::: pMOD4G-dcas9-mxi1 | pMOD-HOKan-pGRR-W17-RGR-W20 | pMOD-LTR1-Nat-pGRR-W5W20-RGR-W17,"[2, 2, 3, 3]","[27430, 27465, 27582, 27599]"
177,"{""level"": ""1"", ""design"": null, ""total"": 3}",True,True,"['Yeast Glycerol Stock', 'Yeast Competent Cell', 'Yeast Plate']",4,7,27431,CEN.PK2 - MAT A ::: pMOD4G-dcas9-mxi1 | pMOD-LTR3-Hyg-pGRR-W17-RGR-W34,"[2, 3, 3, 4, 4]","[27432, 27433, 27484, 27581, 27576]"
178,"{""level"": ""2"", ""design"": ""b1"", ""total"": 3}",False,True,['Yeast Plate'],3,3,27432,CEN.PK2 - MAT A ::: pMOD4G-dcas9-mxi1 | pMOD-LTR3-Hyg-pGRR-W17-RGR-W34 | pMOD6-pGRR-W5W34-RGR-W17,"[2, 3]","[27433, 27581]"
179,"{""level"": ""1"", ""design"": null, ""total"": 3}",True,True,"['Yeast Glycerol Stock', 'Yeast Competent Cell', 'Yeast Plate']",4,7,27434,CEN.PK2 - MAT A ::: pMOD4G-dcas9-mxi1 | pMOD-HOKan-pGRR-W17-RGR-W34,"[2, 3, 3, 4, 4]","[27435, 27436, 27486, 27588, 27584]"
180,"{""level"": ""2"", ""design"": ""b1"", ""total"": 3}",False,True,['Yeast Plate'],3,3,27435,CEN.PK2 - MAT A ::: pMOD4G-dcas9-mxi1 | pMOD-HOKan-pGRR-W17-RGR-W34 | pMOD6-pGRR-W5W34-RGR-W17,"[2, 3]","[27436, 27588]"
181,"{""level"": ""1"", ""design"": null, ""total"": 3}",True,True,"['Yeast Glycerol Stock', 'Yeast Competent Cell', 'Yeast Plate']",4,7,27437,CEN.PK2 - MAT A ::: pMOD4G-dcas9-mxi1 | pMOD-LTR1-Nat-pGRR-W17-RGR-W34,"[3, 3, 4, 4]","[27439, 27488, 27580, 27575]"
182,"{""level"": ""2"", ""design"": ""b1"", ""total"": 3}",True,True,"['Yeast Glycerol Stock', 'Yeast Plate']",3,3,27438,CEN.PK2 - MAT A ::: pMOD4G-dcas9-mxi1 | pMOD-LTR1-Nat-pGRR-W17-RGR-W34 | pMOD6-pGRR-W5W34-RGR-W17,"[2, 3]","[27439, 27580]"
183,"{""level"": ""1"", ""design"": null, ""total"": 3}",True,True,"['Yeast Glycerol Stock', 'Yeast Competent Cell', 'Yeast Plate']",4,4,27440,CEN.PK2 - MAT A ::: pMOD4G-dcas9-mxi1 | pMOD-LTR3-bleo-pGRR-W19W17-RGR-W34,"[3, 4]","[27442, 27579]"
184,"{""level"": ""2"", ""design"": ""b1"", ""total"": 3}",True,True,"['Yeast Glycerol Stock', 'Yeast Plate']",3,3,27441,CEN.PK2 - MAT A ::: pMOD4G-dcas9-mxi1 | pMOD-LTR3-bleo-pGRR-W19W17-RGR-W34 | pMOD6-pGRR-W5W34-RGR-W17,"[2, 3]","[27442, 27579]"
185,"{""level"": ""2"", ""design"": null, ""total"": 3}",False,True,['Yeast Plate'],3,3,27443,CEN.PK2 - MAT A ::: pMOD4G-dcas9-mxi1 | pMOD-LTR1-NatMx-pGRR-W5-RGR-W19 | pMOD6-pGRR-F6W5-RGR-W17,"[2, 3]","[27444, 27597]"
186,"{""level"": ""2"", ""design"": null, ""total"": 3}",False,True,['Yeast Plate'],3,3,27445,CEN.PK2 - MAT A ::: pMOD4G-dcas9-mxi1 | pMOD-LTR1-NatMx-pGRR-W5-RGR-W19 | pMOD6-pGRR-F4W5-RGR-W17,"[2, 3]","[27446, 27596]"
187,"{""level"": ""1"", ""design"": null, ""total"": 3}",True,True,"['Yeast Glycerol Stock', 'Yeast Competent Cell', 'Yeast Plate']",4,8,27447,CEN.PK2 - MAT A ::: pMOD4G-dcas9-mxi1 | pMOD-LTR1-Nat-pGRR-W19-RGR-W34,"[3, 3, 3, 4, 4, 4]","[27449, 27450, 27451, 27608, 27614, 27613]"
188,"{""level"": ""2"", ""design"": ""b1"", ""total"": 3}",True,True,"['Yeast Glycerol Stock', 'Yeast Plate']",3,7,27448,CEN.PK2 - MAT A ::: pMOD4G-dcas9-mxi1 | pMOD-LTR1-Nat-pGRR-W19-RGR-W34 | pMOD-LTR2-Bleo-pGRR-W34W17-RGR-W19,"[2, 2, 2, 3, 3, 3]","[27449, 27450, 27451, 27608, 27614, 27613]"
189,"{""level"": ""2"", ""design"": ""b1"", ""total"": 3}",False,True,['Yeast Plate'],3,7,27452,CEN.PK2 - MAT A ::: pMOD4G-dcas9-mxi1 | pMOD-LTR2-Bleo-pGRR-W34W17-RGR-W19 | pMOD-LTR3-Hyg-pGRR-W19-RGR-W34,"[2, 2, 2, 3, 3, 3]","[27453, 27454, 27455, 27607, 27606, 27605]"
190,"{""level"": ""1"", ""design"": null, ""total"": 3}",True,True,"['Yeast Glycerol Stock', 'Yeast Competent Cell', 'Yeast Plate']",4,8,27456,CEN.PK2 - MAT A ::: pMOD4G-dcas9-mxi1 | pMOD-LTR1-Kanmx-pGRR-W19-RGR-W34,"[3, 3, 3, 4, 4, 4]","[27458, 27461, 27462, 27612, 27604, 27610]"
191,"{""level"": ""2"", ""design"": ""b1"", ""total"": 3}",True,True,"['Yeast Glycerol Stock', 'Yeast Plate']",3,7,27457,CEN.PK2 - MAT A ::: pMOD4G-dcas9-mxi1 | pMOD-LTR1-Kanmx-pGRR-W19-RGR-W34 | pMOD-LTR2-Bleo-pGRR-W34W17-RGR-W19,"[2, 2, 2, 3, 3, 3]","[27458, 27461, 27462, 27612, 27604, 27610]"
